city,state,state code,country code,country
Buffalo,Wyoming,WY,US,United States
Black Mountain Township,North Carolina,NC,US,United States
Paramount,California,CA,US,United States
Easton,Washington,WA,US,United States
Royersford,Pennsylvania,PA,US,United States
North Newton,Kansas,KS,US,United States
Espy,Pennsylvania,PA,US,United States
Disons Creek,North Carolina,NC,US,United States
Fortuna,California,CA,US,United States
Port Jefferson Station,New York,NY,US,United States
Denmark,Maine,ME,US,United States
Farragut,Tennessee,TN,US,United States
Tipton,Pennsylvania,PA,US,United States
Mayville,North Dakota,ND,US,United States
Stafford,Virginia,VA,US,United States
West,Texas,TX,US,United States
Bryce Canyon,Utah,UT,US,United States
Saline City,Indiana,IN,US,United States
Beaver Island,Michigan,MI,US,United States
Decatur,Indiana,IN,US,United States
Buckley,Illinois,IL,US,United States
Garrett,Indiana,IN,US,United States
Buzzards Bay,Massachusetts,MA,US,United States
Quaker Lake,Pennsylvania,PA,US,United States
Clarendon,Virginia,VA,US,United States
Talkeetna,Alaska,AK,US,United States
Fair Grove,Missouri,MO,US,United States
Richland,Missouri,MO,US,United States
Babson Park,Florida,FL,US,United States
Salem,Wisconsin,WI,US,United States
Altura,Minnesota,MN,US,United States
Bixby,North Carolina,NC,US,United States
Perry,Iowa,IA,US,United States
Benedict,Maryland,MD,US,United States
Ravenswood,West Virginia,WV,US,United States
Canton,Mississippi,MS,US,United States
Zelienople,Pennsylvania,PA,US,United States
Fletcher,North Carolina,NC,US,United States
Florence,New Jersey,NJ,US,United States
Granite Bay,California,CA,US,United States
Fort Mojave,Arizona,AZ,US,United States
Decatur,Texas,TX,US,United States
Carmichael Ranch,California,CA,US,United States
Camas,Washington,WA,US,United States
Kalispell,Montana,MT,US,United States
Warrington,Indiana,IN,US,United States
Severna Park,Maryland,MD,US,United States
Greenfields,Maryland,MD,US,United States
Buffalo,Minnesota,MN,US,United States
Town of Allenstown,New Hampshire,NH,US,United States
Springfield,Vermont,VT,US,United States
Cottleville,Missouri,MO,US,United States
Coronado Mine,California,CA,US,United States
Larose,Louisiana,LA,US,United States
Northborough,Massachusetts,MA,US,United States
North Rim,Arizona,AZ,US,United States
Lake Amador,California,CA,US,United States
Perry,New York,NY,US,United States
Lowell,Indiana,IN,US,United States
Lexington,Alabama,AL,US,United States
Waterloo,New York,NY,US,United States
Campbell Creek,California,CA,US,United States
Government Camp,Oregon,OR,US,United States
Wayne Township,Michigan,MI,US,United States
Pooler,Georgia,GA,US,United States
Ridgecrest,California,CA,US,United States
Wendover,Utah,UT,US,United States
Winnetka,Illinois,IL,US,United States
Maywood,Illinois,IL,US,United States
Moberly,Missouri,MO,US,United States
Deltona,Florida,FL,US,United States
Lebanon Township,New Jersey,NJ,US,United States
Peninsula,Ohio,OH,US,United States
Georgetown,Indiana,IN,US,United States
Santa Venetia,California,CA,US,United States
Cincinnati,Indiana,IN,US,United States
Cincinnati,Arkansas,AR,US,United States
La Pointe,Wisconsin,WI,US,United States
Upton,New York,NY,US,United States
Bondville,Vermont,VT,US,United States
Modena,New York,NY,US,United States
Carbondale,Pennsylvania,PA,US,United States
Mount Oliver,Pennsylvania,PA,US,United States
Maylene,Alabama,AL,US,United States
Braselton,Georgia,GA,US,United States
Huntsville,Arkansas,AR,US,United States
Macon,Missouri,MO,US,United States
Saint Bethlehem,Tennessee,TN,US,United States
Southside,Tennessee,TN,US,United States
Rembrandt,Iowa,IA,US,United States
Galway,New York,NY,US,United States
Kaneohe Station,Hawaii,HI,US,United States
Bealeton,Virginia,VA,US,United States
Thurman,New York,NY,US,United States
Leicester,Vermont,VT,US,United States
Wood-Ridge,New Jersey,NJ,US,United States
South Riding,Virginia,VA,US,United States
Accord,New York,NY,US,United States
Boonville,New York,NY,US,United States
Charter Township of Oakland,Michigan,MI,US,United States
New Baltimore,Michigan,MI,US,United States
Leola,Pennsylvania,PA,US,United States
Upper Gwynedd Township,Pennsylvania,PA,US,United States
Huntingdon Valley,Pennsylvania,PA,US,United States
Parkers Lake,Kentucky,KY,US,United States
Paonia,Colorado,CO,US,United States
Rio Grande,New Jersey,NJ,US,United States
Freeland,Michigan,MI,US,United States
Cherry Hill,New York,NY,US,United States
Coplay,Pennsylvania,PA,US,United States
Pinedale,Wyoming,WY,US,United States
Bertram,Texas,TX,US,United States
Aubrey,Texas,TX,US,United States
Odenton,Maryland,MD,US,United States
Wenonah,New Jersey,NJ,US,United States
Comfort,Texas,TX,US,United States
Sprakers,New York,NY,US,United States
Lampasas,Texas,TX,US,United States
Christoval,Texas,TX,US,United States
Sterlington,Louisiana,LA,US,United States
Proctorsville,Vermont,VT,US,United States
Prescott,Wisconsin,WI,US,United States
Ralston,Nebraska,NE,US,United States
Northfield,Minnesota,MN,US,United States
Sparks,Nevada,NV,US,United States
Saugerties,New York,NY,US,United States
Wellington,Florida,FL,US,United States
Miami Gardens,Florida,FL,US,United States
Springville,Utah,UT,US,United States
Nyack,New York,NY,US,United States
Wellfleet,Massachusetts,MA,US,United States
Newmarket,New Hampshire,NH,US,United States
Portsmouth,New Hampshire,NH,US,United States
Somerville,Massachusetts,MA,US,United States
Moline,Illinois,IL,US,United States
The Woodlands,Texas,TX,US,United States
Ferndale,Michigan,MI,US,United States
Murphreesboro (historical),Mississippi,MS,US,United States
Englewood,Colorado,CO,US,United States
West Valley,Utah,UT,US,United States
Everett,Washington,WA,US,United States
Bristol,Tennessee,TN,US,United States
Glen Ellen,California,CA,US,United States
Urbana,Illinois,IL,US,United States
Walker,Minnesota,MN,US,United States
Morristown,Ohio,OH,US,United States
Southaven,Mississippi,MS,US,United States
San Clemente,California,CA,US,United States
Poplar Bluff,Missouri,MO,US,United States
Huntington,West Virginia,WV,US,United States
Morrison,Colorado,CO,US,United States
Oneida,Wisconsin,WI,US,United States
Trenton,New Jersey,NJ,US,United States
Irvington,New Jersey,NJ,US,United States
Clifton,New Jersey,NJ,US,United States
Ashburn,Virginia,VA,US,United States
Ybor City,Florida,FL,US,United States
Charleston,Illinois,IL,US,United States
Wilkesboro,North Carolina,NC,US,United States
Nacogdoches,Texas,TX,US,United States
Bonifay,Florida,FL,US,United States
Freedom,California,CA,US,United States
Parkersburg,West Virginia,WV,US,United States
Troy,Wisconsin,WI,US,United States
Saratoga,California,CA,US,United States
Palmyra,Pennsylvania,PA,US,United States
Hickory,North Carolina,NC,US,United States
Winfield,Kansas,KS,US,United States
Gettysburg,Pennsylvania,PA,US,United States
Crisfield,Maryland,MD,US,United States
Alexandria,Virginia,VA,US,United States
Vernon Valley,New Jersey,NJ,US,United States
Stowe,Vermont,VT,US,United States
Sydney,North Dakota,ND,US,United States
Farmington,Utah,UT,US,United States
Princeton Township,Illinois,IL,US,United States
Lakeville,Pennsylvania,PA,US,United States
Kent,New York,NY,US,United States
Sayville,New York,NY,US,United States
Nashville,Indiana,IN,US,United States
Quantico,Virginia,VA,US,United States
Rising Sun,Indiana,IN,US,United States
Yerington,Nevada,NV,US,United States
Carmel (historical),Indiana,IN,US,United States
Montpelier,Ohio,OH,US,United States
Lexington,North Carolina,NC,US,United States
Lucasville,Ohio,OH,US,United States
Rocky Gap,Maryland,MD,US,United States
Mount Prospect,Illinois,IL,US,United States
Martin,Tennessee,TN,US,United States
Harrodsburg,Kentucky,KY,US,United States
Monticello,Mississippi,MS,US,United States
Bullhead City,Arizona,AZ,US,United States
Tonawanda,New York,NY,US,United States
Blacksburg,Virginia,VA,US,United States
Greenbelt,Maryland,MD,US,United States
West Lebanon,Indiana,IN,US,United States
Joshua Tree,California,CA,US,United States
Lake George,New York,NY,US,United States
Bolivar,Missouri,MO,US,United States
Brewster,New York,NY,US,United States
Emporia Elementary School,Virginia,VA,US,United States
Voorhees,New Jersey,NJ,US,United States
Crystal City Metro Station,Virginia,VA,US,United States
Port Canaveral,Florida,FL,US,United States
Pacific Beach,Washington,WA,US,United States
Colma,California,CA,US,United States
Rockford,Iowa,IA,US,United States
Storm Lake,Iowa,IA,US,United States
Harbor Springs,Michigan,MI,US,United States
O'Hara Township,Pennsylvania,PA,US,United States
Brewer,Maine,ME,US,United States
Cedar Lake,Indiana,IN,US,United States
Salem,New Hampshire,NH,US,United States
Defiance,Ohio,OH,US,United States
Athens,Tennessee,TN,US,United States
Tiffin Township,Ohio,OH,US,United States
Rexburg,Idaho,ID,US,United States
Montezuma,New Mexico,NM,US,United States
Randalls Island,New York,NY,US,United States
Deland,Florida,FL,US,United States
Morganton,North Carolina,NC,US,United States
Columbia Heights,Minnesota,MN,US,United States
Cornell,Wisconsin,WI,US,United States
Marmarth,North Dakota,ND,US,United States
Le Sueur,Minnesota,MN,US,United States
Lake Harding,Alabama,AL,US,United States
Ottawa Lake,Michigan,MI,US,United States
New Lexington,Ohio,OH,US,United States
Roselle,New Jersey,NJ,US,United States
Laurens,New York,NY,US,United States
Affton,Missouri,MO,US,United States
Wildwood,Missouri,MO,US,United States
Sullivans Island,South Carolina,SC,US,United States
Byfield,Massachusetts,MA,US,United States
Marion,Iowa,IA,US,United States
Frontenac,Missouri,MO,US,United States
Parkland,Washington,WA,US,United States
Gay Head,Massachusetts,MA,US,United States
Des Moines,Washington,WA,US,United States
Cypress Park,California,CA,US,United States
Georgetown of Philadelphia,Pennsylvania,PA,US,United States
Depew,Oklahoma,OK,US,United States
Cleveland,Oklahoma,OK,US,United States
East Bridgewater,Massachusetts,MA,US,United States
Plum Island,Massachusetts,MA,US,United States
Avondale,Arizona,AZ,US,United States
Glenside,Pennsylvania,PA,US,United States
Pacheco,California,CA,US,United States
Morganton,Georgia,GA,US,United States
Dayton,Washington,WA,US,United States
Monterey Bay,California,CA,US,United States
Jewett City,Connecticut,CT,US,United States
Havana,Florida,FL,US,United States
Ute,Nevada,NV,US,United States
Wheat Ridge,Colorado,CO,US,United States
Riverdale,California,CA,US,United States
Lake Stevens,Washington,WA,US,United States
West Lake,Ohio,OH,US,United States
Newport,New York,NY,US,United States
Douglassville (historical),Pennsylvania,PA,US,United States
Birch Run,Michigan,MI,US,United States
East Rochester,New York,NY,US,United States
Nutley,New Jersey,NJ,US,United States
Pompton Plains,New Jersey,NJ,US,United States
South Salem,New York,NY,US,United States
Waterbury,Vermont,VT,US,United States
Ahwahnee,California,CA,US,United States
Wellsville,Ohio,OH,US,United States
Howell,New Jersey,NJ,US,United States
Rhododendron,Oregon,OR,US,United States
East Otto,New York,NY,US,United States
Biggs,California,CA,US,United States
Blue River,Wisconsin,WI,US,United States
Evergreen,Colorado,CO,US,United States
Near North Side,Illinois,IL,US,United States
Tuscumbia,Alabama,AL,US,United States
Greer,South Carolina,SC,US,United States
Beekman,New York,NY,US,United States
Oglesby,Illinois,IL,US,United States
Mount Warlow,California,CA,US,United States
Mount Juliet,Tennessee,TN,US,United States
Wickenburg,Arizona,AZ,US,United States
Town of Barrington,Rhode Island,RI,US,United States
Sierra Vista,Arizona,AZ,US,United States
West Point,Illinois,IL,US,United States
Des Plaines,Illinois,IL,US,United States
Atlantic Beach,New York,NY,US,United States
Anadarko,Oklahoma,OK,US,United States
Byhalia,Mississippi,MS,US,United States
Seneca,South Carolina,SC,US,United States
Nanuet,New York,NY,US,United States
Moorpark,California,CA,US,United States
Loves Park,Illinois,IL,US,United States
Mayetta,Kansas,KS,US,United States
Tulare County,California,CA,US,United States
Corinth,Mississippi,MS,US,United States
Mansura,Louisiana,LA,US,United States
Azusa,California,CA,US,United States
Sageville,Iowa,IA,US,United States
Oxford Township,Ohio,OH,US,United States
Hillsdale,New Jersey,NJ,US,United States
Walpole,Massachusetts,MA,US,United States
McAlester,Oklahoma,OK,US,United States
Lake Tahoe State Park,Nevada,NV,US,United States
Highland Park,Illinois,IL,US,United States
Attica,New York,NY,US,United States
Warminster,Pennsylvania,PA,US,United States
Oakhurst,California,CA,US,United States
Brownwood,Texas,TX,US,United States
Spring Lake,Michigan,MI,US,United States
McConnelsville,Ohio,OH,US,United States
Ipswich,South Dakota,SD,US,United States
Madill,Oklahoma,OK,US,United States
Petrolia,California,CA,US,United States
Key Biscayne,Florida,FL,US,United States
Claremont,California,CA,US,United States
Niobrara,Nebraska,NE,US,United States
Prosperity,West Virginia,WV,US,United States
Mundelein,Illinois,IL,US,United States
Dulce,New Mexico,NM,US,United States
West Juneau,Alaska,AK,US,United States
Skagway,Alaska,AK,US,United States
Hatfield Township,Pennsylvania,PA,US,United States
Milbank,South Dakota,SD,US,United States
Hellertown,Pennsylvania,PA,US,United States
Edgewater,Maryland,MD,US,United States
East Flat Rock,North Carolina,NC,US,United States
Fair Haven,New York,NY,US,United States
Bloomington,Ohio,OH,US,United States
Totowa,New Jersey,NJ,US,United States
Clermont,Indiana,IN,US,United States
Monongahela,Pennsylvania,PA,US,United States
Rutledge,Tennessee,TN,US,United States
Jena,Alabama,AL,US,United States
University Park,Maryland,MD,US,United States
Locust Grove,Arkansas,AR,US,United States
Byron Center,Michigan,MI,US,United States
Blackshear,Georgia,GA,US,United States
Sells,Arizona,AZ,US,United States
South Paris,Maine,ME,US,United States
Lewiston,Minnesota,MN,US,United States
Seven Fields,Pennsylvania,PA,US,United States
Sunset Beach,Florida,FL,US,United States
Port Sanilac,Michigan,MI,US,United States
Hi-Nella,New Jersey,NJ,US,United States
Santa Paula,California,CA,US,United States
Dryden,New York,NY,US,United States
Woodstock (historical),Georgia,GA,US,United States
La Grange,Illinois,IL,US,United States
Alpharette,Georgia,GA,US,United States
Livingston,Kentucky,KY,US,United States
Ovid,New York,NY,US,United States
Staunton,Illinois,IL,US,United States
Hartsburg,Illinois,IL,US,United States
Charleston County,South Carolina,SC,US,United States
South El Monte,California,CA,US,United States
Eagle River,Alaska,AK,US,United States
Bullard,Texas,TX,US,United States
Shandaken,New York,NY,US,United States
Bruno Township,Minnesota,MN,US,United States
Kerby,Oregon,OR,US,United States
Palm Coast,Florida,FL,US,United States
Marshall Mountain,Montana,MT,US,United States
Grafton,Vermont,VT,US,United States
Hatfield,Minnesota,MN,US,United States
Garden City,Kansas,KS,US,United States
Williamsburg,Massachusetts,MA,US,United States
Kenwood,California,CA,US,United States
Mayville,New York,NY,US,United States
Algoma,Wisconsin,WI,US,United States
Manchester,Georgia,GA,US,United States
Hamilton,Virginia,VA,US,United States
Hope,Arkansas,AR,US,United States
Stuart,Iowa,IA,US,United States
La Puente,California,CA,US,United States
Fort Devens / Ayer,Massachusetts,MA,US,United States
Suwanee,Georgia,GA,US,United States
Bloomfield,New Jersey,NJ,US,United States
Saukville,Wisconsin,WI,US,United States
Eagle Rock,California,CA,US,United States
Littleton,New Hampshire,NH,US,United States
Lone Tree,Iowa,IA,US,United States
Humble,Texas,TX,US,United States
Knob Lick,Missouri,MO,US,United States
Stephentown,New York,NY,US,United States
Jessup,Maryland,MD,US,United States
Wellington,Ohio,OH,US,United States
Lincoln Township,Missouri,MO,US,United States
Logan,Ohio,OH,US,United States
Ghent,New York,NY,US,United States
Lebanon,Texas,TX,US,United States
Whitesburg,Kentucky,KY,US,United States
Tisch Mills,Wisconsin,WI,US,United States
